order_id,customer_id,order_date,total_amount
2262,519,2025-05-29,1210.86
2263,612,2026-03-11,508.83
2264,107,2025-10-23,2161.19
2265,447,2025-07-31,2433.59
2266,484,2025-11-25,1587.78
2267,665,2025-07-28,52.44
2268,566,2025-09-09,1467.97
2269,811,2026-02-20,1976.02
2270,19,2025-11-20,2422.55
2271,1191,2025-06-07,1961.94
2272,974,2024-11-11,1725.69
2273,318,2026-01-26,937.93
2274,184,2025-01-20,633.07
2275,1024,2024-12-20,242.13
2276,694,2026-02-25,2328.16
2277,123,2025-06-21,163.54
2278,316,2026-01-28,1757.8
2279,220,2025-07-03,327.68
2280,477,2025-12-06,802.1
2281,1144,2025-05-17,1974.58
2282,712,2024-09-24,2016.73
2283,899,2025-09-13,1836.97
2284,44,2026-03-15,1727.79
2285,734,2026-02-10,1815.13
2286,514,2025-02-19,2248.18
2287,994,2024-05-04,1770.97
2288,1145,2026-03-19,747.37
2289,1004,2025-06-15,486.59
2290,383,2025-06-15,1365.9
2291,663,2024-08-02,1835.02
2292,564,2024-07-16,2171.14
2293,1136,2025-11-08,413.45
2294,1088,2026-04-02,400.24
2295,606,2024-08-29,2051.26
2296,1110,2025-03-13,927.28
2297,2,2025-08-05,1943.16
2298,1037,2024-09-14,956.92
2299,380,2026-02-22,2209.09
2300,746,2024-11-18,1943.4
2301,490,2024-07-07,811.92
2302,130,2025-01-20,1650.85
2303,1104,2024-10-20,2050.34
2304,389,2024-08-07,1317.31
2305,1019,2025-12-03,1917.85
2306,316,2025-11-06,1538.4
2307,661,2024-07-09,1033.36
2308,660,2024-09-22,289.5
2309,1072,2025-08-06,1652.34
2310,90,2024-04-08,2090.46
2311,266,2025-01-28,458.92
2312,65,2024-12-01,517.17
2313,995,2024-09-17,491.17
2314,66,2025-03-28,1433.97
2315,796,2024-04-09,1649.93
2316,1077,2026-02-02,1565.57
2317,525,2025-03-14,136.98
2318,453,2024-08-27,1520.79
2319,146,2025-10-17,47.52
2320,428,2024-10-03,1644.54
2321,164,2025-10-13,1178.13
2322,125,2025-08-20,911.9
2323,852,2024-09-21,2057.74
2324,120,2024-12-02,2061.75
2325,545,2025-08-31,1329.62
2326,145,2025-05-14,2088.62
2327,160,2024-09-17,2362.34
2328,1064,2025-12-28,256.34
2329,474,2024-08-04,1336.18
2330,389,2025-02-22,494.9
2331,510,2025-10-14,1431.52
2332,367,2024-06-27,1402.68
2333,1144,2025-04-07,1046.73
2334,217,2026-01-05,1919.21
2335,1181,2026-03-19,904.54
2336,940,2026-03-13,1760.84
2337,875,2025-03-27,2208.82
2338,342,2025-01-15,1984.27
2339,1127,2026-01-28,1012.87
2340,692,2026-03-12,1648.97
2341,1094,2025-07-26,2496.11
2342,908,2025-08-04,2334.8
2343,646,2025-12-29,1381.95
2344,665,2026-02-12,2114.46
2345,845,2025-03-18,1914.0
2346,882,2025-03-24,2068.0
2347,663,2025-01-14,1526.91
2348,1154,2025-04-06,1370.88
2349,769,2024-11-28,1917.78
2350,521,2025-09-19,909.62
2351,927,2025-01-15,1127.04
2352,814,2025-02-04,15.49
2353,71,2025-08-24,2457.65
2354,34,2025-10-31,1301.26
2355,619,2025-05-30,31.32
2356,455,2026-03-11,548.83
2357,645,2024-06-11,68.93
2358,566,2024-11-28,2298.99
2359,1048,2024-05-06,1397.46
2360,1171,2026-04-05,399.47
2361,78,2024-09-27,1159.02
2362,320,2025-11-10,358.94
2363,752,2025-04-09,2225.72
2364,512,2024-06-04,593.99
2365,616,2026-03-13,243.38
2366,819,2025-12-29,1429.13
2367,446,2026-02-17,1839.65
2368,665,2025-03-09,1985.37
2369,355,2024-04-09,1228.37
2370,1181,2025-11-25,2051.5
2371,196,2024-12-30,1494.15
2372,616,2025-09-21,107.87
2373,1181,2024-09-25,963.14
2374,115,2025-05-04,2305.85
2375,685,2025-02-22,879.61
2376,890,2026-01-24,1050.06
2377,247,2024-09-15,2176.42
2378,465,2025-10-24,1872.98
2379,24,2025-07-10,1590.21
2380,784,2025-02-13,149.51
2381,1074,2025-08-10,117.34
2382,1106,2025-02-27,1418.81
2383,670,2025-02-03,1263.47
2384,453,2025-12-01,395.7
2385,805,2026-01-02,2428.04
2386,1179,2025-03-25,1269.25
2387,455,2026-03-31,1088.36
2388,808,2024-12-05,382.81
2389,689,2026-01-02,220.12
2390,1171,2025-03-18,1867.11
2391,1123,2025-03-17,1006.99
2392,175,2026-02-18,1005.34
2393,890,2024-04-11,1937.96
2394,268,2025-01-07,1908.65
2395,985,2024-10-24,1404.85
2396,1000,2024-10-10,997.37
2397,1171,2025-05-25,502.31
2398,1074,2025-03-11,626.92
2399,147,2025-02-17,676.65
2400,881,2025-09-03,818.68
2401,1180,2026-01-11,237.64
2402,848,2025-01-12,1067.5
2403,714,2024-11-10,488.37
2404,706,2025-09-28,1490.78
2405,50,2025-02-26,1927.66
2406,347,2024-05-31,2469.32
2407,906,2025-11-02,1563.61
2408,903,2025-01-06,126.52
2409,479,2025-08-07,511.22
2410,766,2025-12-03,402.64
2411,176,2024-09-12,294.24
2412,112,2026-03-11,618.98
2413,303,2024-04-12,2173.85
2414,590,2025-10-25,49.13
2415,228,2025-02-22,773.22
2416,965,2024-06-29,71.53
2417,429,2025-06-09,1853.93
2418,434,2025-07-04,521.45
2419,1072,2026-02-12,1879.63
2420,1124,2025-05-17,1215.32
2421,290,2025-02-23,1742.25
2422,38,2024-12-22,950.87
2423,1079,2025-05-23,123.05
2424,349,2024-11-16,164.37
2425,412,2024-11-05,1976.13
2426,556,2025-03-04,146.92
2427,18,2025-04-08,180.5
2428,556,2024-12-20,1662.51
2429,738,2024-04-24,2162.74
2430,40,2026-03-18,741.85
2431,792,2025-10-10,589.45
2432,780,2024-08-31,1278.72
2433,204,2024-08-24,2261.12
2434,993,2026-02-11,2168.93
2435,1089,2025-09-20,233.73
2436,408,2025-07-25,1259.12
2437,938,2025-02-27,1408.31
2438,45,2026-02-07,113.78
2439,1085,2025-08-23,772.74
2440,1004,2024-05-22,992.6
2441,322,2025-02-01,60.65
2442,721,2025-09-17,898.11
2443,620,2024-08-03,601.97
2444,1027,2025-10-14,700.56
2445,127,2026-03-06,1570.09
2446,793,2024-06-30,2227.65
2447,61,2025-06-25,2361.18
2448,574,2025-03-06,575.57
2449,700,2024-07-28,2244.48
2450,282,2024-08-30,233.17
2451,783,2024-12-02,1308.98
2452,466,2024-10-06,1052.07
2453,1174,2026-02-23,394.58
2454,640,2024-07-08,2275.69
2455,675,2024-08-29,1131.19
2456,270,2024-11-08,528.79
2457,284,2024-05-28,1458.86
2458,415,2025-12-07,2158.53
2459,633,2025-02-02,1726.0
2460,1073,2024-05-15,2275.26
2461,881,2025-09-01,2489.28
2462,298,2024-11-08,1645.74
2463,1157,2024-07-06,2294.02
2464,651,2025-05-06,183.52
2465,1092,2024-05-17,2372.27
2466,243,2025-03-08,472.58
2467,299,2024-11-15,1821.79
2468,653,2024-10-04,2202.13
2469,848,2025-08-28,2403.57
2470,622,2026-03-10,1115.87
2471,561,2024-12-27,392.61
2472,385,2024-05-07,280.33
2473,379,2025-08-06,80.1
2474,547,2024-04-05,1519.93
2475,473,2025-10-09,1496.96
2476,473,2024-12-21,1723.13
2477,736,2024-10-04,212.5
2478,977,2025-05-19,348.21
2479,961,2024-10-18,1784.37
2480,766,2024-05-01,472.18
2481,794,2026-03-08,1236.24
2482,282,2024-07-29,422.01
2483,464,2024-12-25,95.09
2484,31,2025-12-22,2314.71
2485,846,2026-02-22,568.05
2486,416,2024-04-10,1898.07
2487,136,2025-02-11,455.04
2488,900,2025-05-10,2169.82
2489,1004,2025-08-14,1724.34
2490,938,2025-01-31,2220.65
2491,876,2025-06-16,1021.09
2492,86,2024-05-24,1525.71
2493,780,2024-12-10,1804.7
2494,808,2026-01-16,1534.59
2495,1172,2025-01-16,1490.61
2496,1076,2025-03-18,1608.86
2497,79,2025-05-01,1308.81
2498,925,2025-12-05,1150.4
2499,87,2024-05-05,2196.28
2500,504,2024-07-23,1303.98
2501,811,2024-06-11,2459.82
2502,81,2024-11-29,1400.89
2503,1058,2025-11-27,1916.42
2504,101,2025-03-28,486.78
2505,901,2025-07-02,1004.13
2506,624,2024-11-18,1937.59
2507,586,2025-11-15,1161.45
2508,866,2025-08-18,746.63
2509,112,2025-02-25,1729.53
2510,292,2024-12-12,1166.99
2511,926,2024-05-09,239.75
2512,1026,2024-07-09,296.23
2513,1199,2024-08-16,2345.54
2514,1120,2025-02-19,351.24
2515,847,2026-01-31,818.8
2516,52,2026-03-19,459.51
2517,414,2025-07-04,2208.13
2518,185,2025-09-21,636.45
2519,336,2024-06-09,1800.16
2520,254,2025-04-01,241.61
2521,921,2025-06-28,1590.67
2522,175,2025-08-20,1316.69
2523,787,2026-03-03,1821.28
2524,1048,2025-01-10,1536.0
2525,328,2025-02-04,956.02
2526,780,2024-11-18,124.11
2527,350,2025-03-20,2281.95
2528,1159,2024-07-08,2180.19
2529,308,2026-01-04,417.88
2530,297,2024-08-29,459.48
2531,106,2026-02-16,1057.66
2532,634,2024-06-30,1829.45
2533,914,2025-05-15,732.62
2534,371,2025-03-22,307.12
2535,270,2025-10-06,2401.68
2536,8,2026-03-08,1562.06
2537,519,2024-11-09,45.34
2538,1020,2025-08-12,2140.7
2539,1114,2024-12-24,2021.52
2540,1011,2024-10-28,606.13
2541,975,2025-05-30,1142.54
2542,905,2024-05-17,212.32
2543,14,2024-10-23,623.11
2544,1121,2024-04-06,706.11
2545,1142,2024-04-20,2053.0
2546,426,2025-05-05,136.56
2547,304,2026-02-20,151.83
2548,715,2024-06-19,106.25
2549,67,2024-04-23,1672.49
2550,612,2024-09-28,837.81
2551,180,2025-01-27,136.84
2552,854,2025-07-27,2484.43
2553,331,2024-04-19,1685.14
2554,1173,2024-04-20,1971.46
2555,364,2025-01-06,2416.24
2556,1186,2025-09-12,910.07
2557,74,2024-12-31,246.42
2558,613,2024-07-31,817.21
2559,777,2025-07-03,2053.36
2560,876,2026-03-07,2110.62
2561,133,2026-02-27,742.69
2562,276,2026-03-11,318.23
2563,563,2025-08-18,833.08
2564,848,2025-09-05,1318.75
2565,429,2025-03-02,1535.95
2566,224,2025-05-08,1434.85
2567,1084,2024-09-20,2468.17
2568,991,2024-10-24,1814.32
2569,589,2025-11-13,1076.23
2570,649,2026-01-07,660.26
2571,1178,2025-01-13,2487.64
2572,725,2026-01-19,2318.86
2573,1153,2025-05-19,1248.55
2574,1020,2024-10-27,1238.87
2575,369,2025-10-11,2210.9
2576,477,2026-03-03,1775.84
2577,397,2025-06-21,18.93
2578,50,2025-05-04,1170.24
2579,242,2024-11-04,1847.61
2580,425,2025-02-26,2001.92
2581,850,2026-01-28,1043.89
2582,684,2026-03-12,883.88
2583,435,2024-10-30,43.07
2584,413,2025-07-04,1729.69
2585,522,2025-10-31,1978.64
2586,631,2024-06-07,761.21
2587,1127,2024-06-17,819.95
2588,13,2025-12-28,297.88
2589,683,2025-06-28,863.28
2590,1166,2024-12-30,1545.74
2591,60,2026-01-30,2082.63
2592,398,2025-03-15,836.33
2593,693,2025-09-02,2306.87
2594,982,2024-08-30,2291.67
2595,73,2025-12-12,1619.45
2596,987,2025-07-03,401.13
2597,944,2025-06-28,2231.76
2598,1100,2025-02-07,2241.38
2599,948,2025-11-02,1963.21
2600,848,2026-02-08,2320.56
2601,115,2024-12-15,2090.24
2602,614,2025-05-03,1418.88
2603,647,2025-11-20,1394.62
2604,39,2024-05-09,532.53
2605,680,2024-07-01,2001.85
2606,725,2025-09-06,179.54
2607,306,2024-11-26,711.94
2608,64,2026-02-25,857.79
2609,769,2025-07-06,1571.88
2610,340,2025-08-16,1433.89
2611,798,2025-10-24,480.64
2612,240,2024-07-11,2163.52
2613,632,2026-02-14,1767.59
2614,645,2026-03-21,1778.95
2615,557,2024-12-31,1043.47
2616,1018,2024-04-08,2194.47
2617,762,2024-10-18,1137.99
2618,620,2024-09-06,552.11
2619,620,2024-08-19,449.91
2620,767,2024-06-15,1965.59
2621,414,2024-09-23,2284.68
2622,909,2025-06-28,1272.4
2623,989,2024-05-05,2263.82
2624,316,2024-07-10,487.68
2625,991,2026-04-02,1835.12
2626,1073,2024-05-26,786.24
2627,671,2024-05-12,371.09
2628,202,2024-05-03,2058.01
2629,1058,2025-09-30,1696.64
2630,272,2024-08-03,524.89
2631,75,2025-06-04,1156.53
2632,1070,2025-01-03,302.85
2633,637,2024-11-08,2331.86
2634,179,2025-11-26,843.23
2635,95,2025-04-28,271.21
2636,640,2025-01-04,70.86
2637,640,2024-07-23,1602.54
2638,430,2024-04-20,812.39
2639,395,2024-07-20,727.12
2640,1091,2024-12-25,808.09
2641,904,2024-12-24,1682.74
2642,559,2025-09-05,386.06
2643,561,2026-01-16,299.43
2644,1147,2026-03-27,1292.44
2645,424,2025-02-18,1363.18
2646,1126,2025-03-24,806.44
2647,290,2024-08-06,2359.05
2648,581,2025-05-08,1441.6
2649,351,2025-09-12,192.04
2650,694,2026-03-07,1358.33
2651,104,2025-02-04,338.23
2652,965,2025-07-12,2259.68
2653,104,2025-11-26,278.23
2654,111,2024-06-24,229.01
2655,803,2024-05-01,459.77
2656,914,2025-04-24,1546.54
2657,640,2024-10-03,840.85
2658,406,2025-04-01,1786.55
2659,1093,2026-01-27,210.19
2660,954,2025-08-07,1425.96
2661,191,2025-07-15,2034.93
2662,960,2025-08-29,256.7
2663,636,2024-07-23,1715.93
2664,954,2025-05-10,1184.31
2665,459,2025-02-16,372.15
2666,529,2025-04-19,2283.46
2667,803,2025-09-18,470.63
2668,677,2025-11-15,1975.12
2669,666,2026-01-08,1141.41
2670,62,2025-02-17,177.43
2671,232,2025-05-03,888.33
2672,945,2025-01-09,2116.73
2673,579,2024-12-08,1923.33
2674,1177,2026-03-30,331.57
2675,211,2024-12-05,1023.13
2676,220,2024-06-23,824.79
2677,146,2024-10-21,1984.19
2678,1092,2024-08-09,1160.52
2679,847,2025-04-09,607.86
2680,500,2026-02-20,1376.65
2681,988,2025-10-02,968.78
2682,698,2025-10-05,532.47
2683,883,2025-10-24,1964.02
2684,892,2024-06-21,1424.52
2685,701,2024-04-14,1368.15
2686,484,2024-11-28,445.12
2687,160,2024-10-28,1852.33
2688,1176,2024-05-14,2094.32
2689,235,2025-05-11,1486.53
2690,949,2025-12-08,823.56
2691,200,2024-09-23,2057.73
2692,361,2024-11-26,780.47
2693,832,2025-04-02,187.97
2694,223,2026-02-22,1718.49
2695,777,2026-03-07,828.61
2696,126,2025-07-12,239.97
2697,285,2024-07-09,2219.84
2698,1,2026-04-03,1896.34
2699,306,2026-03-04,1140.64
2700,597,2026-01-06,984.11
2701,1184,2026-03-12,1126.19
2702,422,2025-04-24,1708.57
2703,649,2025-04-25,759.84
2704,624,2024-05-05,2297.48
2705,891,2024-08-09,1798.71
2706,706,2024-04-30,2475.87
2707,1194,2026-01-25,35.18
2708,1046,2025-05-13,1019.43
2709,262,2025-04-20,2133.48
2710,128,2025-04-25,932.52
2711,1125,2024-11-03,2420.23
2712,2,2025-07-05,1762.83
2713,736,2024-06-02,287.6
2714,578,2024-08-04,2166.21
2715,482,2025-04-07,1087.81
2716,808,2024-06-01,1568.66
2717,784,2025-03-20,1023.99
2718,892,2024-06-15,1369.62
2719,356,2025-08-27,1195.06
2720,386,2024-04-15,1395.22
2721,738,2026-03-16,2102.31
2722,316,2026-03-05,731.85
2723,258,2025-12-03,348.68
2724,147,2025-07-15,1626.25
2725,295,2024-12-04,1807.53
2726,997,2024-05-29,1649.95
2727,279,2024-12-03,225.39
2728,852,2024-06-27,2152.48
2729,872,2024-08-20,1563.77
2730,931,2026-03-12,1280.9
2731,1131,2025-04-07,2052.88
2732,788,2024-04-11,897.94
2733,381,2024-05-17,1070.56
2734,16,2025-08-29,1451.18
2735,485,2024-12-31,1784.64
2736,552,2025-05-28,1035.93
2737,1119,2025-06-10,1447.24
2738,69,2025-05-30,2445.91
2739,1164,2024-12-29,1215.92
2740,755,2024-12-25,296.21
2741,987,2026-02-12,2404.92
2742,164,2024-06-13,368.09
2743,1079,2025-10-24,2459.19
2744,573,2026-03-12,1170.37
2745,161,2025-04-22,1315.54
2746,182,2025-09-29,624.4
2747,160,2025-12-10,1714.92
2748,1105,2025-01-06,1998.27
2749,640,2026-03-06,1538.4
2750,704,2026-02-28,1344.56
2751,23,2024-08-08,1180.14
2752,1050,2024-09-20,2266.55
2753,1176,2024-09-18,1838.53
2754,863,2025-09-03,891.99
2755,604,2026-03-08,733.68
2756,73,2026-01-08,1742.2
2757,623,2026-02-10,1821.52
2758,1155,2025-08-25,662.2
2759,970,2025-01-25,1451.68
2760,1174,2026-02-17,143.28
2761,598,2025-11-12,2025.11
2762,56,2025-06-25,727.74
2763,169,2025-04-01,330.15
2764,158,2025-10-09,2130.84
2765,570,2024-10-10,641.35
2766,576,2025-05-04,698.91
2767,527,2026-02-12,50.29
2768,229,2024-05-04,1515.5
2769,310,2025-09-23,1653.0
2770,758,2024-07-01,2022.48
2771,536,2024-06-26,1959.58
2772,484,2024-10-30,1220.02
2773,1081,2025-08-13,2157.11
2774,703,2026-03-05,2460.42
2775,298,2024-05-13,1494.93
2776,316,2025-05-20,2096.47
2777,846,2025-09-28,1929.36
2778,488,2025-10-08,1656.76
2779,343,2024-11-16,538.98
2780,707,2024-11-25,150.0
2781,542,2025-12-28,1892.38
2782,238,2025-07-25,145.52
2783,951,2025-04-06,1005.88
2784,618,2024-09-08,1198.52
2785,1091,2025-11-30,595.65
2786,799,2024-07-28,1194.36
2787,298,2024-09-12,1333.15
2788,891,2024-10-21,44.48
2789,920,2024-12-19,964.28
2790,647,2025-12-14,2404.98
2791,85,2026-03-01,256.95
2792,1089,2025-01-24,1599.0
2793,885,2024-07-20,1532.06
2794,559,2025-08-24,847.39
2795,547,2025-03-30,2008.76
2796,523,2025-05-30,1641.04
2797,802,2025-03-13,1160.85
2798,496,2025-12-24,1839.77
2799,400,2024-09-19,1307.08
2800,369,2024-06-29,793.48
2801,22,2024-08-21,1686.91
2802,140,2024-09-18,44.72
2803,201,2025-02-06,1320.28
2804,914,2024-11-24,888.52
2805,581,2025-10-27,640.96
2806,70,2024-11-05,73.9
2807,189,2025-02-25,156.35
2808,445,2025-05-25,2376.97
2809,250,2025-04-09,1774.57
2810,246,2025-03-10,229.67
2811,267,2024-05-31,949.26
2812,1160,2024-10-24,2010.95
2813,379,2024-04-13,2241.56
2814,378,2024-07-08,644.54
2815,957,2024-12-13,1656.29
2816,156,2026-02-02,1602.37
2817,567,2026-03-28,1926.86
2818,663,2025-06-22,654.48
2819,152,2025-12-13,704.06
2820,128,2025-02-06,966.26
2821,682,2024-11-23,2489.96
2822,529,2025-07-23,2389.68
2823,543,2025-07-19,457.15
2824,143,2025-02-11,1236.93
2825,411,2025-05-30,1531.6
2826,366,2025-12-30,1619.03
2827,223,2024-06-08,372.52
2828,884,2024-06-29,557.69
2829,218,2025-08-29,2282.83
2830,531,2024-08-18,271.67
2831,150,2024-10-03,189.97
2832,514,2026-02-27,1946.43
2833,39,2024-09-20,2242.83
2834,305,2025-12-05,1637.37
2835,2,2026-02-05,2333.24
2836,800,2026-03-23,677.09
2837,676,2025-12-12,2262.97
2838,1177,2024-11-16,24.2
2839,1005,2025-08-10,1203.18
2840,828,2024-04-22,2112.46
2841,144,2025-03-25,1357.22
2842,7,2025-05-07,970.29
2843,988,2024-07-02,316.19
2844,1097,2024-12-12,2338.58
2845,736,2024-08-04,843.6
2846,621,2025-08-12,1010.53
2847,186,2024-10-11,922.91
2848,697,2024-06-05,214.94
2849,942,2026-02-09,1904.73
2850,594,2025-10-06,1624.76
2851,362,2025-04-23,1392.87
2852,787,2024-10-28,1656.92
2853,613,2024-07-09,1744.27
2854,219,2024-12-02,1582.08
2855,736,2024-07-02,1223.96
2856,897,2026-03-29,1842.28
2857,287,2024-08-15,103.71
2858,52,2025-10-18,1803.55
2859,489,2025-05-27,1230.74
2860,130,2026-02-10,1984.96
2861,631,2024-04-18,1256.72
2862,921,2026-03-26,2416.94
2863,34,2025-04-27,107.05
2864,115,2025-04-18,854.23
2865,88,2024-12-19,1022.69
2866,434,2024-04-07,2020.65
2867,1072,2024-10-19,1154.05
2868,1099,2026-04-05,385.15
2869,1187,2024-08-20,593.97
2870,148,2024-12-15,106.64
2871,290,2025-05-09,1229.9
2872,40,2024-09-18,1185.98
2873,94,2024-08-02,618.07
2874,268,2025-07-22,50.7
2875,103,2024-04-19,2263.09
2876,200,2025-12-08,1148.62
2877,350,2025-12-26,2090.85
2878,131,2026-01-01,2047.23
2879,218,2025-12-29,298.74
2880,452,2024-10-07,171.83
2881,416,2025-02-07,1074.14
2882,824,2024-11-02,820.72
2883,1180,2024-09-12,1371.52
2884,659,2024-12-02,2093.52
2885,437,2024-08-08,1914.11
2886,356,2025-05-04,848.73
2887,248,2024-10-09,695.62
2888,851,2024-10-10,432.61
2889,758,2025-02-24,1390.22
2890,899,2026-02-05,620.46
2891,1192,2025-10-05,116.14
2892,205,2025-04-10,1980.76
2893,771,2024-08-06,1947.49
2894,33,2025-02-11,2200.87
2895,166,2025-12-20,30.78
2896,368,2025-12-13,2316.45
2897,582,2025-10-31,1049.31
2898,975,2026-01-02,1735.51
2899,423,2025-05-11,370.57
2900,555,2025-07-22,1314.87
2901,844,2024-10-04,609.55
2902,358,2026-02-25,1532.19
2903,78,2025-02-01,1496.74
2904,1024,2024-06-23,1535.94
2905,181,2025-07-13,1573.57
2906,617,2024-05-15,879.42
2907,10,2025-11-29,1400.91
2908,394,2025-02-07,307.01
2909,1086,2025-10-18,2442.33
2910,742,2026-01-02,2158.89
2911,1106,2024-11-13,1276.24
2912,951,2025-08-07,1929.27
2913,427,2025-09-23,701.92
2914,397,2026-02-26,295.01
2915,306,2025-06-07,1717.83
2916,972,2025-12-04,1251.32
2917,328,2025-08-24,1680.3
2918,89,2025-07-11,149.26
2919,746,2024-11-25,723.39
2920,891,2024-11-19,639.68
2921,929,2024-12-02,122.64
2922,108,2025-11-12,2313.28
2923,361,2025-09-02,407.74
2924,60,2025-01-26,1220.38
2925,238,2025-07-02,191.09
2926,482,2025-01-10,1807.69
2927,1188,2024-12-21,825.04
2928,408,2025-05-07,1871.51
2929,668,2026-02-04,586.71
2930,226,2025-07-18,825.44
2931,201,2025-05-13,604.24
2932,845,2025-05-03,2176.67
2933,770,2024-04-10,2230.04
2934,151,2025-07-21,1185.41
2935,993,2025-10-01,150.03
2936,893,2024-12-02,375.18
2937,932,2024-07-14,457.48
2938,765,2026-04-02,353.97
2939,398,2025-03-15,1585.57
2940,553,2024-11-20,517.49
2941,261,2024-12-28,94.76
2942,1165,2025-08-06,163.23
2943,280,2024-07-21,291.11
2944,954,2025-02-11,1154.57
2945,351,2025-08-20,1904.44
2946,451,2025-02-02,2217.73
2947,322,2025-07-10,1977.02
2948,349,2024-08-14,1451.63
2949,1133,2026-01-26,2139.68
2950,178,2025-12-01,1038.06
2951,1069,2025-04-23,1230.7
2952,444,2024-06-29,1485.08
2953,948,2024-08-27,708.74
2954,877,2025-10-01,1844.4
2955,506,2025-01-03,630.86
2956,890,2024-07-06,1454.98
2957,306,2025-07-28,2285.68
2958,11,2024-07-07,1053.16
2959,91,2025-08-06,114.55
2960,964,2024-05-30,1837.69
2961,1033,2024-05-16,98.55
2962,1088,2025-06-14,994.89
2963,201,2025-10-08,1139.32
2964,493,2025-06-29,221.48
2965,26,2024-06-21,1737.5
2966,833,2024-06-25,2375.59
2967,272,2025-08-09,905.64
2968,490,2024-05-24,1624.39
2969,186,2024-08-30,54.59
2970,625,2026-03-23,417.08
2971,941,2025-11-24,2146.94
2972,1196,2026-03-08,75.67
2973,932,2024-06-02,1167.45
2974,284,2024-07-02,2187.38
2975,831,2025-01-04,474.59
2976,759,2024-08-19,1572.63
2977,3,2025-10-20,2153.05
2978,145,2024-08-09,971.42
2979,682,2025-11-11,1334.34
2980,608,2024-07-21,1073.37
2981,553,2024-08-03,1749.67
2982,1111,2025-10-04,1444.44
2983,425,2025-01-03,1972.41
2984,166,2024-10-29,1556.83
2985,688,2025-09-23,1843.37
2986,113,2025-11-20,1294.12
2987,746,2026-03-25,2221.63
2988,228,2025-10-31,966.64
2989,954,2024-05-23,1553.55
2990,749,2024-04-13,925.59
2991,1145,2025-03-19,1766.61
2992,1149,2025-04-06,1777.7
2993,420,2024-08-08,358.94
2994,686,2025-05-10,608.0
2995,233,2025-06-23,1627.86
2996,1189,2025-10-23,2179.76
2997,430,2026-01-16,1886.64
2998,462,2025-01-09,811.35
2999,548,2025-06-28,1266.36
3000,867,2024-12-19,703.71
3001,130,2025-05-29,941.44
3002,927,2025-02-01,1223.27
3003,1079,2025-08-26,2076.46
3004,963,2024-06-10,1778.92
3005,1092,2025-06-16,2250.14
3006,926,2024-05-11,1558.06
3007,135,2024-07-08,483.06
3008,938,2026-03-09,231.96
3009,801,2024-09-05,2246.4
3010,591,2024-04-15,2396.27
3011,158,2024-11-25,286.77
3012,566,2024-07-05,293.38
3013,304,2025-11-02,1248.38
3014,419,2025-07-04,1308.91
3015,47,2026-03-05,743.53
3016,1109,2024-06-16,2330.33
3017,971,2024-09-12,876.55
3018,910,2024-11-12,1848.21
3019,44,2026-02-11,739.42
3020,129,2026-03-05,69.76
3021,476,2024-07-11,2089.84
3022,1065,2025-06-16,1617.01
3023,844,2024-11-18,1453.08
3024,669,2025-09-29,1223.08
3025,1086,2024-10-21,2107.14
3026,912,2025-01-17,1153.15
3027,1162,2024-09-14,342.91
3028,628,2024-08-29,441.77
3029,533,2025-02-24,578.55
3030,762,2024-05-19,2427.25
3031,97,2025-10-24,383.62
3032,583,2025-07-22,1147.98
3033,341,2024-05-05,1552.3
3034,330,2025-01-14,1783.85
3035,585,2025-02-11,467.97
3036,360,2026-03-16,2100.74
3037,315,2025-02-21,415.72
3038,240,2025-05-10,117.26
3039,649,2024-06-30,1442.7
3040,903,2025-11-06,662.11
3041,378,2025-04-17,524.81
3042,72,2025-10-07,1668.9
3043,705,2024-10-30,382.64
3044,919,2024-07-03,1356.57
3045,333,2025-03-28,1341.1
3046,249,2025-05-04,2302.28
3047,829,2024-09-27,2328.71
3048,298,2026-04-01,2370.26
3049,656,2025-03-01,402.79
3050,1119,2025-09-09,2439.37
3051,679,2024-04-09,1623.4
3052,606,2024-07-12,1192.67
3053,594,2026-02-24,2424.47
3054,1175,2024-12-17,1672.22
3055,1158,2024-12-17,1825.43
3056,906,2026-02-06,856.63
3057,231,2025-10-22,1833.13
3058,83,2025-02-15,361.47
3059,1129,2025-08-26,305.44
3060,51,2026-02-05,1013.05
3061,452,2024-08-10,1123.24
3062,190,2025-09-23,826.02
3063,400,2026-01-15,1464.83
3064,455,2024-11-09,1956.49
3065,570,2024-06-11,501.35
3066,172,2024-10-14,1352.95
3067,913,2025-02-07,1697.5
3068,179,2025-02-13,2439.96
3069,808,2024-07-31,498.21
3070,651,2025-01-28,1513.88
3071,1048,2025-01-10,2359.35
3072,740,2024-05-28,1002.93
3073,876,2025-02-20,933.53
3074,764,2024-05-26,45.29
3075,707,2025-08-22,888.12
3076,913,2025-05-26,2187.64
3077,180,2025-11-20,551.0
3078,910,2024-05-14,1857.7
3079,852,2024-09-24,2012.16
3080,592,2024-06-03,422.02
3081,869,2024-07-17,1825.58
3082,849,2024-05-07,361.83
3083,177,2024-12-19,371.94
3084,622,2025-03-09,1194.41
3085,1076,2025-04-16,2466.8
3086,136,2025-06-11,2333.89
3087,770,2025-11-21,234.79
3088,839,2024-04-07,1602.43
3089,560,2025-08-21,1045.07
3090,1139,2024-06-11,1163.37
3091,1164,2024-09-10,1891.78
3092,281,2026-02-15,510.16
3093,782,2025-12-01,734.32
3094,1005,2025-12-29,119.95
