order_item_id,order_id,product_id,quantity,item_price
7094,2025,37,1,461.04
7095,2025,41,3,194.0
7096,2025,7,1,541.8
7097,2026,1,2,891.15
7098,2026,33,4,267.09
7099,2026,61,1,1086.98
7100,2027,62,1,619.42
7101,2027,73,3,534.54
7102,2027,55,3,377.5
7103,2027,21,4,324.04
7104,2027,77,4,1038.26
7105,2028,53,1,635.57
7106,2028,49,3,74.22
7107,2029,15,3,744.13
7108,2029,78,4,457.87
7109,2029,72,2,337.86
7110,2029,12,4,1017.76
7111,2029,57,4,301.25
7112,2030,27,3,324.95
7113,2030,79,4,1112.19
7114,2030,57,3,301.25
7115,2031,77,2,1038.26
7116,2031,45,1,451.83
7117,2031,47,3,392.37
7118,2031,58,3,30.14
7119,2031,15,3,744.13
7120,2032,77,3,1038.26
7121,2032,50,2,879.63
7122,2032,9,3,510.02
7123,2032,56,4,1080.04
7124,2032,32,3,703.58
7125,2032,73,4,534.54
7126,2033,62,2,619.42
7127,2033,36,1,509.48
7128,2033,31,2,299.72
7129,2033,57,2,301.25
7130,2034,36,4,509.48
7131,2034,66,1,117.72
7132,2034,59,1,268.16
7133,2034,57,4,301.25
7134,2034,48,3,1115.27
7135,2035,64,2,1122.94
7136,2035,76,2,490.66
7137,2035,69,2,486.13
7138,2036,6,1,242.61
7139,2036,4,3,509.2
7140,2036,8,3,911.77
7141,2036,42,3,1051.64
7142,2036,76,1,490.66
7143,2037,30,3,553.33
7144,2037,49,3,74.22
7145,2037,42,1,1051.64
7146,2037,71,3,541.09
7147,2038,73,2,534.54
7148,2038,9,3,510.02
7149,2038,74,4,784.31
7150,2038,29,2,788.25
7151,2038,36,4,509.48
7152,2038,39,1,866.26
7153,2039,25,2,392.52
7154,2039,79,2,1112.19
7155,2040,53,3,635.57
7156,2041,26,2,987.05
7157,2041,48,3,1115.27
7158,2042,61,4,1086.98
7159,2042,41,2,194.0
7160,2042,75,2,1112.01
7161,2042,70,1,302.14
7162,2042,3,4,890.1
7163,2043,68,4,69.73
7164,2044,63,2,585.07
7165,2044,42,4,1051.64
7166,2044,61,2,1086.98
7167,2044,65,4,942.62
7168,2044,71,4,541.09
7169,2045,7,4,541.8
7170,2045,76,4,490.66
7171,2046,75,2,1112.01
7172,2046,66,4,117.72
7173,2047,53,4,635.57
7174,2047,4,3,509.2
7175,2047,73,3,534.54
7176,2047,64,1,1122.94
7177,2048,38,3,305.44
7178,2049,6,4,242.61
7179,2049,57,2,301.25
7180,2049,18,1,1027.1
7181,2050,11,4,115.83
7182,2050,3,3,890.1
7183,2050,57,2,301.25
7184,2050,30,4,553.33
7185,2050,24,2,827.35
7186,2050,19,3,337.18
7187,2051,50,3,879.63
7188,2051,31,3,299.72
7189,2051,3,1,890.1
7190,2052,45,4,451.83
7191,2052,55,3,377.5
7192,2052,64,2,1122.94
7193,2052,16,4,234.78
7194,2052,9,2,510.02
7195,2052,59,3,268.16
7196,2053,41,1,194.0
7197,2053,71,3,541.09
7198,2053,12,1,1017.76
7199,2053,76,4,490.66
7200,2053,79,3,1112.19
7201,2053,59,3,268.16
7202,2054,71,3,541.09
7203,2054,1,2,891.15
7204,2055,51,2,920.17
7205,2055,44,3,361.64
7206,2055,62,1,619.42
7207,2055,19,4,337.18
7208,2055,56,1,1080.04
7209,2055,67,3,511.18
7210,2056,25,1,392.52
7211,2057,78,1,457.87
7212,2057,54,2,1115.05
7213,2057,58,1,30.14
7214,2057,24,3,827.35
7215,2058,71,2,541.09
7216,2058,32,4,703.58
7217,2058,58,3,30.14
7218,2058,4,2,509.2
7219,2059,73,3,534.54
7220,2059,72,2,337.86
7221,2059,20,3,447.37
7222,2059,15,1,744.13
7223,2060,61,4,1086.98
7224,2060,14,2,99.17
7225,2061,55,2,377.5
7226,2062,5,3,266.27
7227,2062,68,2,69.73
7228,2062,48,4,1115.27
7229,2062,28,1,1052.26
7230,2062,53,4,635.57
7231,2063,21,4,324.04
7232,2063,26,3,987.05
7233,2063,69,4,486.13
7234,2063,51,1,920.17
7235,2064,61,3,1086.98
7236,2064,62,4,619.42
7237,2064,48,2,1115.27
7238,2064,45,3,451.83
7239,2065,13,4,877.03
7240,2065,1,4,891.15
7241,2065,41,2,194.0
7242,2066,2,2,171.75
7243,2066,38,3,305.44
7244,2066,6,1,242.61
7245,2067,70,3,302.14
7246,2068,68,2,69.73
7247,2068,58,3,30.14
7248,2068,20,4,447.37
7249,2069,38,1,305.44
7250,2069,47,2,392.37
7251,2069,61,3,1086.98
7252,2069,20,1,447.37
7253,2069,6,1,242.61
7254,2070,11,4,115.83
7255,2070,48,3,1115.27
7256,2070,8,2,911.77
7257,2071,52,4,572.96
7258,2072,67,1,511.18
7259,2073,15,4,744.13
7260,2073,12,4,1017.76
7261,2073,44,1,361.64
7262,2073,47,2,392.37
7263,2074,37,1,461.04
7264,2074,3,1,890.1
7265,2074,36,3,509.48
7266,2074,57,3,301.25
7267,2074,46,3,1144.43
7268,2074,6,1,242.61
7269,2075,71,4,541.09
7270,2075,76,1,490.66
7271,2075,18,4,1027.1
7272,2075,17,3,795.21
7273,2075,62,3,619.42
7274,2075,3,2,890.1
7275,2076,56,1,1080.04
7276,2076,45,2,451.83
7277,2076,65,4,942.62
7278,2077,72,4,337.86
7279,2077,28,3,1052.26
7280,2078,18,3,1027.1
7281,2078,22,1,763.8
7282,2078,39,4,866.26
7283,2078,47,1,392.37
7284,2079,29,2,788.25
7285,2079,31,3,299.72
7286,2079,45,3,451.83
7287,2079,9,4,510.02
7288,2079,38,4,305.44
7289,2080,32,3,703.58
7290,2080,78,2,457.87
7291,2080,5,1,266.27
7292,2080,6,3,242.61
7293,2080,79,4,1112.19
7294,2080,34,4,594.75
7295,2081,22,4,763.8
7296,2081,41,1,194.0
7297,2081,14,4,99.17
7298,2081,39,1,866.26
7299,2081,2,4,171.75
7300,2081,74,2,784.31
7301,2082,64,1,1122.94
7302,2083,65,1,942.62
7303,2083,15,2,744.13
7304,2083,51,1,920.17
7305,2083,53,2,635.57
7306,2083,69,3,486.13
7307,2084,78,1,457.87
7308,2084,14,3,99.17
7309,2084,24,1,827.35
7310,2084,71,1,541.09
7311,2085,33,4,267.09
7312,2085,42,2,1051.64
7313,2085,34,3,594.75
7314,2085,53,4,635.57
7315,2086,15,3,744.13
7316,2086,20,2,447.37
7317,2087,14,4,99.17
7318,2087,17,4,795.21
7319,2087,57,2,301.25
7320,2087,52,2,572.96
7321,2088,46,3,1144.43
7322,2088,64,3,1122.94
7323,2088,75,1,1112.01
7324,2088,40,1,411.51
7325,2088,63,4,585.07
7326,2089,60,2,759.17
7327,2090,29,1,788.25
7328,2090,12,3,1017.76
7329,2090,44,2,361.64
7330,2090,64,4,1122.94
7331,2090,13,1,877.03
7332,2090,55,3,377.5
7333,2091,58,3,30.14
7334,2091,12,1,1017.76
7335,2091,54,3,1115.05
7336,2092,14,4,99.17
7337,2092,48,3,1115.27
7338,2092,24,3,827.35
7339,2093,65,4,942.62
7340,2093,19,3,337.18
7341,2093,77,3,1038.26
7342,2094,12,2,1017.76
7343,2094,74,4,784.31
7344,2094,15,1,744.13
7345,2095,77,4,1038.26
7346,2095,65,2,942.62
7347,2095,63,1,585.07
7348,2096,25,4,392.52
7349,2096,71,3,541.09
7350,2096,57,2,301.25
7351,2096,32,3,703.58
7352,2096,77,2,1038.26
7353,2097,54,1,1115.05
7354,2097,1,3,891.15
7355,2097,63,4,585.07
7356,2097,37,3,461.04
7357,2098,1,1,891.15
7358,2098,22,2,763.8
7359,2098,56,3,1080.04
7360,2099,37,3,461.04
7361,2099,20,3,447.37
7362,2100,50,2,879.63
7363,2100,12,2,1017.76
7364,2100,72,4,337.86
7365,2101,20,3,447.37
7366,2101,12,3,1017.76
7367,2101,27,1,324.95
7368,2101,69,1,486.13
7369,2101,33,3,267.09
7370,2101,16,3,234.78
7371,2102,47,4,392.37
7372,2102,19,3,337.18
7373,2103,48,4,1115.27
7374,2104,65,2,942.62
7375,2104,8,1,911.77
7376,2104,66,4,117.72
7377,2104,36,2,509.48
7378,2104,68,4,69.73
7379,2105,20,4,447.37
7380,2106,27,1,324.95
7381,2106,40,2,411.51
7382,2107,80,2,510.49
7383,2107,28,4,1052.26
7384,2107,63,4,585.07
7385,2107,68,2,69.73
7386,2107,14,4,99.17
7387,2107,32,2,703.58
7388,2108,20,2,447.37
7389,2108,53,4,635.57
7390,2109,55,3,377.5
7391,2109,57,1,301.25
7392,2109,38,3,305.44
7393,2109,56,4,1080.04
7394,2110,58,3,30.14
7395,2110,59,3,268.16
7396,2110,38,2,305.44
7397,2110,75,1,1112.01
7398,2110,20,2,447.37
7399,2111,63,4,585.07
7400,2111,45,4,451.83
7401,2111,64,3,1122.94
7402,2111,21,1,324.04
7403,2112,43,2,915.54
7404,2112,30,2,553.33
7405,2112,52,1,572.96
7406,2112,55,2,377.5
7407,2112,57,1,301.25
7408,2112,65,4,942.62
7409,2113,27,1,324.95
7410,2114,58,2,30.14
7411,2114,77,3,1038.26
7412,2114,2,1,171.75
7413,2114,44,2,361.64
7414,2115,69,3,486.13
7415,2115,29,1,788.25
7416,2115,25,1,392.52
7417,2115,26,1,987.05
7418,2115,14,4,99.17
7419,2116,36,2,509.48
7420,2116,70,4,302.14
7421,2116,2,2,171.75
7422,2116,21,1,324.04
7423,2117,77,2,1038.26
7424,2118,68,1,69.73
7425,2118,79,3,1112.19
7426,2118,47,3,392.37
7427,2118,25,2,392.52
7428,2118,10,4,262.3
7429,2119,13,1,877.03
7430,2119,47,3,392.37
7431,2119,63,1,585.07
7432,2119,32,1,703.58
7433,2119,34,4,594.75
7434,2120,2,2,171.75
7435,2120,65,4,942.62
7436,2120,54,3,1115.05
7437,2120,24,1,827.35
7438,2121,51,4,920.17
7439,2121,5,2,266.27
7440,2121,19,2,337.18
7441,2122,64,2,1122.94
7442,2122,71,2,541.09
7443,2122,78,3,457.87
7444,2123,71,2,541.09
7445,2124,13,4,877.03
7446,2124,32,2,703.58
7447,2124,44,1,361.64
7448,2124,6,1,242.61
7449,2125,38,4,305.44
7450,2125,5,1,266.27
7451,2125,10,4,262.3
7452,2125,42,2,1051.64
7453,2125,62,1,619.42
7454,2126,73,4,534.54
7455,2127,46,3,1144.43
7456,2127,24,1,827.35
7457,2127,55,2,377.5
7458,2127,68,4,69.73
7459,2127,51,1,920.17
7460,2127,54,4,1115.05
7461,2128,21,2,324.04
7462,2128,15,4,744.13
7463,2128,38,2,305.44
7464,2128,6,1,242.61
7465,2128,57,4,301.25
7466,2129,36,2,509.48
7467,2130,3,2,890.1
7468,2130,25,1,392.52
7469,2130,80,1,510.49
7470,2130,2,3,171.75
7471,2130,78,4,457.87
7472,2131,51,4,920.17
7473,2131,6,1,242.61
7474,2132,23,4,557.4
7475,2132,37,2,461.04
7476,2132,64,1,1122.94
7477,2132,79,2,1112.19
7478,2132,66,2,117.72
7479,2132,42,4,1051.64
7480,2133,69,3,486.13
7481,2133,16,2,234.78
7482,2134,77,2,1038.26
7483,2134,27,2,324.95
7484,2135,59,1,268.16
7485,2135,23,3,557.4
7486,2135,42,2,1051.64
7487,2135,33,3,267.09
7488,2135,5,4,266.27
7489,2136,38,4,305.44
7490,2136,31,3,299.72
7491,2136,11,3,115.83
7492,2137,35,4,187.65
7493,2137,59,2,268.16
7494,2137,70,3,302.14
7495,2137,7,4,541.8
7496,2137,8,2,911.77
7497,2138,53,4,635.57
7498,2138,77,3,1038.26
7499,2138,67,3,511.18
7500,2138,31,3,299.72
7501,2139,3,4,890.1
7502,2139,36,3,509.48
7503,2139,44,1,361.64
7504,2139,70,1,302.14
7505,2139,32,4,703.58
7506,2139,77,4,1038.26
7507,2140,79,1,1112.19
7508,2141,25,2,392.52
7509,2141,15,3,744.13
7510,2141,57,1,301.25
7511,2141,19,3,337.18
7512,2141,13,2,877.03
7513,2141,10,2,262.3
7514,2142,15,4,744.13
7515,2142,48,4,1115.27
7516,2143,3,1,890.1
7517,2143,15,3,744.13
7518,2143,7,4,541.8
7519,2144,12,2,1017.76
7520,2145,42,1,1051.64
7521,2145,24,4,827.35
7522,2146,23,1,557.4
7523,2146,50,2,879.63
7524,2147,50,3,879.63
7525,2148,50,2,879.63
7526,2148,52,2,572.96
7527,2149,49,1,74.22
7528,2150,7,2,541.8
7529,2150,71,1,541.09
7530,2150,20,1,447.37
7531,2151,61,1,1086.98
7532,2152,58,4,30.14
7533,2152,16,3,234.78
7534,2152,78,1,457.87
7535,2152,75,3,1112.01
7536,2152,38,1,305.44
7537,2152,41,3,194.0
7538,2153,71,1,541.09
7539,2154,2,2,171.75
7540,2154,1,3,891.15
7541,2154,43,2,915.54
7542,2154,53,4,635.57
7543,2154,57,2,301.25
7544,2155,77,4,1038.26
7545,2155,48,4,1115.27
7546,2155,12,2,1017.76
7547,2156,24,2,827.35
7548,2156,34,1,594.75
7549,2156,15,2,744.13
7550,2157,24,4,827.35
7551,2157,68,4,69.73
7552,2157,49,3,74.22
7553,2157,62,4,619.42
7554,2157,13,1,877.03
7555,2157,7,2,541.8
7556,2158,75,3,1112.01
7557,2158,22,4,763.8
7558,2158,25,4,392.52
7559,2159,37,1,461.04
7560,2159,11,3,115.83
7561,2159,39,4,866.26
7562,2159,75,1,1112.01
7563,2160,44,4,361.64
7564,2160,25,4,392.52
7565,2160,20,3,447.37
7566,2160,17,2,795.21
7567,2161,16,1,234.78
7568,2161,41,4,194.0
7569,2161,68,2,69.73
7570,2161,60,1,759.17
7571,2162,14,1,99.17
7572,2162,41,3,194.0
7573,2162,15,2,744.13
7574,2162,12,3,1017.76
7575,2163,21,3,324.04
7576,2164,65,2,942.62
7577,2164,40,1,411.51
7578,2164,47,2,392.37
7579,2164,79,4,1112.19
7580,2164,54,1,1115.05
7581,2164,57,4,301.25
7582,2165,34,3,594.75
7583,2165,12,3,1017.76
7584,2165,74,3,784.31
7585,2165,1,1,891.15
7586,2165,53,3,635.57
7587,2165,52,4,572.96
7588,2166,1,4,891.15
7589,2166,25,4,392.52
7590,2166,33,1,267.09
7591,2166,80,4,510.49
7592,2166,16,1,234.78
7593,2166,12,4,1017.76
7594,2167,27,1,324.95
7595,2168,14,2,99.17
7596,2169,28,1,1052.26
7597,2169,69,4,486.13
7598,2169,29,2,788.25
7599,2169,12,1,1017.76
7600,2170,41,4,194.0
7601,2170,61,3,1086.98
7602,2171,34,1,594.75
7603,2171,2,3,171.75
7604,2171,4,3,509.2
7605,2171,9,2,510.02
7606,2172,8,3,911.77
7607,2172,57,1,301.25
7608,2172,71,1,541.09
7609,2172,20,4,447.37
7610,2173,27,3,324.95
7611,2173,35,1,187.65
7612,2173,23,1,557.4
7613,2174,61,4,1086.98
7614,2174,41,4,194.0
7615,2174,38,2,305.44
7616,2175,68,2,69.73
7617,2175,19,1,337.18
7618,2175,17,4,795.21
7619,2176,17,4,795.21
7620,2176,10,3,262.3
7621,2176,11,4,115.83
7622,2177,29,3,788.25
7623,2178,44,2,361.64
7624,2179,36,4,509.48
7625,2179,55,3,377.5
7626,2180,9,3,510.02
7627,2180,64,4,1122.94
7628,2181,42,1,1051.64
7629,2181,25,4,392.52
7630,2181,30,3,553.33
7631,2182,41,3,194.0
7632,2182,2,1,171.75
7633,2182,56,1,1080.04
7634,2182,5,2,266.27
7635,2182,42,4,1051.64
7636,2183,14,1,99.17
7637,2183,29,4,788.25
7638,2183,38,1,305.44
7639,2183,55,4,377.5
7640,2183,31,4,299.72
7641,2183,80,3,510.49
7642,2184,49,2,74.22
7643,2184,7,1,541.8
7644,2184,15,3,744.13
7645,2184,72,1,337.86
7646,2185,42,2,1051.64
7647,2185,36,2,509.48
7648,2185,37,3,461.04
7649,2185,63,2,585.07
7650,2185,40,3,411.51
7651,2185,64,4,1122.94
7652,2186,56,4,1080.04
7653,2186,78,1,457.87
7654,2187,55,3,377.5
7655,2188,47,1,392.37
7656,2188,31,4,299.72
7657,2189,7,2,541.8
7658,2189,33,4,267.09
7659,2189,1,1,891.15
7660,2190,15,3,744.13
7661,2191,51,1,920.17
7662,2191,72,3,337.86
7663,2191,74,2,784.31
7664,2191,58,1,30.14
7665,2191,35,3,187.65
7666,2192,46,2,1144.43
7667,2192,5,1,266.27
7668,2192,77,3,1038.26
7669,2192,45,4,451.83
7670,2192,62,2,619.42
7671,2192,74,4,784.31
7672,2193,65,2,942.62
7673,2193,7,3,541.8
7674,2193,51,1,920.17
7675,2193,27,4,324.95
7676,2194,13,4,877.03
7677,2194,12,2,1017.76
7678,2194,77,4,1038.26
7679,2194,45,1,451.83
7680,2194,35,1,187.65
7681,2194,5,4,266.27
7682,2195,26,3,987.05
7683,2195,12,2,1017.76
7684,2195,16,2,234.78
7685,2195,20,2,447.37
7686,2195,59,2,268.16
7687,2196,11,3,115.83
7688,2196,24,4,827.35
7689,2197,64,2,1122.94
7690,2197,18,3,1027.1
7691,2197,45,4,451.83
7692,2197,1,1,891.15
7693,2198,23,1,557.4
7694,2198,59,2,268.16
7695,2198,15,3,744.13
7696,2198,34,2,594.75
7697,2199,64,3,1122.94
7698,2199,25,4,392.52
7699,2199,19,2,337.18
7700,2199,26,4,987.05
7701,2200,24,2,827.35
7702,2200,13,1,877.03
7703,2200,40,3,411.51
7704,2201,5,2,266.27
7705,2201,57,4,301.25
7706,2202,15,4,744.13
7707,2202,48,1,1115.27
7708,2202,66,3,117.72
7709,2203,44,3,361.64
7710,2203,7,2,541.8
7711,2204,43,4,915.54
7712,2204,29,4,788.25
7713,2204,1,2,891.15
7714,2204,74,4,784.31
7715,2204,47,3,392.37
7716,2204,46,2,1144.43
7717,2205,27,4,324.95
7718,2205,59,2,268.16
7719,2205,75,2,1112.01
7720,2205,45,1,451.83
7721,2206,10,1,262.3
7722,2206,17,2,795.21
7723,2206,75,3,1112.01
7724,2206,20,1,447.37
7725,2207,10,2,262.3
7726,2208,27,2,324.95
7727,2208,7,3,541.8
7728,2208,14,1,99.17
7729,2208,4,2,509.2
7730,2208,61,3,1086.98
7731,2208,43,4,915.54
7732,2209,36,2,509.48
7733,2209,68,2,69.73
7734,2209,37,2,461.04
7735,2209,14,2,99.17
7736,2209,22,2,763.8
7737,2210,5,4,266.27
7738,2210,72,2,337.86
7739,2211,42,2,1051.64
7740,2211,61,1,1086.98
7741,2211,8,2,911.77
7742,2211,74,4,784.31
7743,2211,39,1,866.26
7744,2212,46,4,1144.43
7745,2212,72,2,337.86
7746,2212,57,1,301.25
7747,2212,67,2,511.18
7748,2212,27,1,324.95
7749,2213,71,1,541.09
7750,2213,24,1,827.35
7751,2213,18,2,1027.1
7752,2213,49,4,74.22
7753,2214,48,1,1115.27
7754,2215,30,3,553.33
7755,2215,10,2,262.3
7756,2215,58,1,30.14
7757,2215,70,2,302.14
7758,2215,39,4,866.26
7759,2216,36,2,509.48
7760,2216,57,2,301.25
7761,2216,30,4,553.33
7762,2216,70,1,302.14
7763,2216,16,3,234.78
7764,2216,13,3,877.03
7765,2217,22,3,763.8
7766,2217,40,1,411.51
7767,2217,47,4,392.37
7768,2217,41,4,194.0
7769,2218,2,3,171.75
7770,2219,46,2,1144.43
7771,2219,42,2,1051.64
7772,2220,71,1,541.09
7773,2220,13,2,877.03
7774,2220,16,2,234.78
7775,2221,42,4,1051.64
7776,2221,8,4,911.77
7777,2221,18,2,1027.1
7778,2221,69,3,486.13
7779,2221,36,4,509.48
7780,2222,46,3,1144.43
7781,2222,29,1,788.25
7782,2222,60,3,759.17
7783,2222,9,2,510.02
7784,2222,48,2,1115.27
7785,2222,55,1,377.5
7786,2223,3,4,890.1
7787,2223,49,1,74.22
7788,2223,53,4,635.57
7789,2223,54,2,1115.05
7790,2224,12,1,1017.76
7791,2224,13,4,877.03
7792,2225,12,1,1017.76
7793,2225,14,2,99.17
7794,2225,76,4,490.66
7795,2225,43,2,915.54
7796,2225,44,1,361.64
7797,2225,29,2,788.25
7798,2226,8,4,911.77
7799,2226,30,1,553.33
7800,2226,63,4,585.07
7801,2227,28,4,1052.26
7802,2228,28,2,1052.26
7803,2228,4,1,509.2
7804,2228,54,1,1115.05
7805,2228,13,3,877.03
7806,2228,69,3,486.13
7807,2229,17,4,795.21
7808,2229,6,2,242.61
7809,2229,62,3,619.42
7810,2229,19,4,337.18
7811,2229,13,3,877.03
7812,2230,39,3,866.26
7813,2230,56,4,1080.04
7814,2231,19,3,337.18
7815,2231,47,1,392.37
7816,2232,43,1,915.54
7817,2232,18,3,1027.1
7818,2232,74,2,784.31
7819,2232,78,4,457.87
7820,2233,80,4,510.49
7821,2233,16,2,234.78
7822,2233,17,1,795.21
7823,2233,4,3,509.2
7824,2234,71,3,541.09
7825,2234,78,3,457.87
7826,2234,3,1,890.1
7827,2234,30,1,553.33
7828,2235,78,3,457.87
7829,2235,54,4,1115.05
7830,2235,70,3,302.14
7831,2235,34,4,594.75
7832,2235,36,1,509.48
7833,2236,58,3,30.14
7834,2236,34,1,594.75
7835,2236,38,3,305.44
7836,2236,24,1,827.35
7837,2236,5,3,266.27
7838,2236,41,3,194.0
7839,2237,62,2,619.42
7840,2237,36,1,509.48
7841,2237,2,1,171.75
7842,2237,73,4,534.54
7843,2238,64,1,1122.94
7844,2238,41,1,194.0
7845,2238,77,2,1038.26
7846,2238,78,3,457.87
7847,2238,32,1,703.58
7848,2238,5,3,266.27
7849,2239,45,1,451.83
7850,2240,62,3,619.42
7851,2240,3,3,890.1
7852,2240,74,4,784.31
7853,2240,10,3,262.3
7854,2241,67,1,511.18
7855,2241,33,1,267.09
7856,2241,1,1,891.15
7857,2242,5,4,266.27
7858,2242,3,3,890.1
7859,2242,38,3,305.44
7860,2243,80,2,510.49
7861,2243,60,3,759.17
7862,2243,50,4,879.63
7863,2244,22,1,763.8
7864,2244,47,3,392.37
7865,2244,53,2,635.57
7866,2245,51,3,920.17
7867,2245,55,4,377.5
7868,2245,18,4,1027.1
7869,2246,11,2,115.83
7870,2247,6,1,242.61
7871,2247,61,1,1086.98
7872,2247,78,2,457.87
7873,2247,43,1,915.54
7874,2247,11,4,115.83
7875,2248,23,1,557.4
7876,2248,48,3,1115.27
7877,2248,8,3,911.77
7878,2249,3,1,890.1
7879,2249,40,4,411.51
7880,2249,31,1,299.72
7881,2249,14,4,99.17
7882,2249,44,3,361.64
7883,2250,56,3,1080.04
7884,2251,62,1,619.42
7885,2251,50,2,879.63
7886,2251,25,2,392.52
7887,2251,13,2,877.03
7888,2252,75,4,1112.01
7889,2253,61,3,1086.98
7890,2253,8,4,911.77
7891,2253,21,1,324.04
7892,2253,47,4,392.37
7893,2254,33,4,267.09
7894,2254,38,3,305.44
7895,2254,36,3,509.48
7896,2254,49,2,74.22
7897,2254,76,3,490.66
7898,2255,40,1,411.51
7899,2255,11,1,115.83
7900,2255,70,2,302.14
7901,2255,30,4,553.33
7902,2255,24,2,827.35
7903,2255,66,3,117.72
7904,2256,36,3,509.48
7905,2256,64,1,1122.94
7906,2256,77,3,1038.26
7907,2256,21,3,324.04
7908,2256,75,3,1112.01
7909,2256,59,1,268.16
7910,2257,74,3,784.31
7911,2258,44,2,361.64
7912,2258,70,2,302.14
7913,2258,33,3,267.09
7914,2258,52,4,572.96
7915,2259,3,3,890.1
7916,2259,62,4,619.42
7917,2259,32,2,703.58
7918,2259,51,4,920.17
7919,2259,54,1,1115.05
7920,2260,32,3,703.58
7921,2260,36,1,509.48
7922,2260,19,1,337.18
7923,2261,59,4,268.16
7924,2261,16,3,234.78
7925,2261,55,4,377.5
7926,2261,17,4,795.21
7927,2261,69,4,486.13
7928,2262,55,1,377.5
7929,2262,52,1,572.96
7930,2262,8,2,911.77
7931,2262,79,3,1112.19
7932,2263,49,2,74.22
7933,2263,33,3,267.09
7934,2264,79,4,1112.19
7935,2264,27,1,324.95
7936,2264,15,3,744.13
7937,2264,58,4,30.14
7938,2264,56,4,1080.04
7939,2265,74,3,784.31
7940,2265,15,4,744.13
7941,2265,4,2,509.2
7942,2266,76,4,490.66
7943,2266,54,4,1115.05
7944,2266,63,4,585.07
7945,2266,6,1,242.61
7946,2266,39,3,866.26
7947,2266,36,1,509.48
7948,2267,58,2,30.14
7949,2267,60,3,759.17
7950,2267,8,1,911.77
7951,2268,11,1,115.83
7952,2268,47,3,392.37
7953,2268,48,4,1115.27
7954,2268,37,3,461.04
7955,2268,33,2,267.09
7956,2268,77,3,1038.26
7957,2269,28,3,1052.26
7958,2269,63,3,585.07
7959,2269,34,3,594.75
7960,2269,35,3,187.65
7961,2270,61,3,1086.98
7962,2270,50,2,879.63
7963,2270,53,1,635.57
7964,2270,27,3,324.95
7965,2270,31,1,299.72
7966,2270,44,3,361.64
7967,2271,2,2,171.75
7968,2271,58,4,30.14
7969,2272,61,3,1086.98
7970,2272,17,4,795.21
7971,2272,68,1,69.73
7972,2272,19,3,337.18
7973,2272,80,2,510.49
7974,2272,50,4,879.63
7975,2273,3,1,890.1
7976,2273,31,2,299.72
7977,2273,53,4,635.57
7978,2273,55,4,377.5
7979,2274,40,3,411.51
7980,2274,34,1,594.75
7981,2274,70,1,302.14
7982,2274,23,4,557.4
7983,2274,37,4,461.04
7984,2274,26,1,987.05
7985,2275,46,4,1144.43
7986,2275,29,3,788.25
7987,2275,62,2,619.42
7988,2275,64,3,1122.94
7989,2276,14,1,99.17
7990,2276,54,1,1115.05
7991,2276,37,4,461.04
7992,2276,73,2,534.54
7993,2277,55,3,377.5
7994,2277,75,2,1112.01
7995,2277,43,3,915.54
7996,2277,3,1,890.1
7997,2277,61,1,1086.98
7998,2277,23,4,557.4
7999,2278,10,1,262.3
8000,2278,45,4,451.83
8001,2278,55,2,377.5
8002,2278,79,2,1112.19
8003,2278,61,1,1086.98
8004,2279,6,2,242.61
8005,2279,3,2,890.1
8006,2279,68,3,69.73
8007,2279,9,1,510.02
8008,2280,27,3,324.95
8009,2280,62,2,619.42
8010,2281,56,2,1080.04
8011,2281,74,3,784.31
8012,2282,37,4,461.04
8013,2282,13,3,877.03
8014,2282,71,1,541.09
8015,2282,1,1,891.15
8016,2282,12,2,1017.76
8017,2283,39,1,866.26
8018,2283,54,1,1115.05
8019,2283,34,2,594.75
8020,2283,6,4,242.61
8021,2283,32,1,703.58
8022,2284,56,3,1080.04
8023,2284,46,1,1144.43
8024,2284,76,1,490.66
8025,2285,19,3,337.18
8026,2285,4,4,509.2
8027,2285,25,4,392.52
8028,2285,30,4,553.33
8029,2285,73,3,534.54
8030,2285,8,2,911.77
8031,2286,74,2,784.31
8032,2286,38,2,305.44
8033,2287,62,3,619.42
8034,2287,46,4,1144.43
8035,2287,37,2,461.04
8036,2287,21,4,324.04
8037,2287,68,4,69.73
8038,2287,65,2,942.62
8039,2288,71,2,541.09
8040,2288,42,1,1051.64
8041,2288,7,2,541.8
8042,2289,61,2,1086.98
8043,2289,18,1,1027.1
8044,2289,11,4,115.83
8045,2289,59,2,268.16
8046,2290,6,2,242.61
8047,2290,43,2,915.54
8048,2290,46,4,1144.43
8049,2291,80,3,510.49
8050,2291,78,2,457.87
8051,2291,19,4,337.18
8052,2291,36,2,509.48
8053,2292,72,2,337.86
8054,2292,60,3,759.17
8055,2292,63,1,585.07
8056,2292,76,2,490.66
8057,2293,56,4,1080.04
8058,2293,57,3,301.25
8059,2293,22,4,763.8
8060,2293,65,4,942.62
8061,2293,63,1,585.07
8062,2294,38,1,305.44
8063,2295,49,4,74.22
8064,2295,22,3,763.8
8065,2295,77,2,1038.26
8066,2295,80,3,510.49
8067,2296,41,4,194.0
8068,2297,10,1,262.3
8069,2297,66,2,117.72
8070,2298,37,1,461.04
8071,2299,10,1,262.3
8072,2299,2,1,171.75
8073,2299,59,2,268.16
8074,2300,36,4,509.48
8075,2300,32,3,703.58
8076,2300,59,4,268.16
8077,2300,8,1,911.77
8078,2300,24,3,827.35
